Participant: ,Default, ,Video:
2024-03-13 19:32:07.489,0,0,0
2024-03-13 19:32:07.492,0,0,0
2024-03-13 19:32:07.495,0,0,0
2024-03-13 19:32:07.499,0,0,0
2024-03-13 19:32:07.501,0,0,0
2024-03-13 19:32:07.505,0,0,0
2024-03-13 19:32:07.508,0,0,0
2024-03-13 19:32:07.511,0,0,0
2024-03-13 19:32:07.514,0,0,0
2024-03-13 19:32:07.516,0,0,0
2024-03-13 19:32:07.519,0,0,0
2024-03-13 19:32:07.521,0,0,0
2024-03-13 19:32:07.525,0,0,0
2024-03-13 19:32:07.527,0,0,0
2024-03-13 19:32:07.529,0,0,0
2024-03-13 19:32:07.532,0,0,0
2024-03-13 19:32:07.535,0,0,0
2024-03-13 19:32:07.538,0,0,0
2024-03-13 19:32:07.541,0,0,0
2024-03-13 19:32:07.543,0,0,0
2024-03-13 19:32:07.546,0,0,0
2024-03-13 19:32:07.549,0,0,0
2024-03-13 19:32:07.553,0,0,0
2024-03-13 19:32:07.556,0,0,0
2024-03-13 19:32:07.558,0,0,0
2024-03-13 19:32:07.561,0,0,0
2024-03-13 19:32:07.564,0,0,0
2024-03-13 19:32:07.569,0,0,0
2024-03-13 19:32:07.571,0,0,0
2024-03-13 19:32:07.574,0,0,0
2024-03-13 19:32:07.577,0,0,0
2024-03-13 19:32:07.580,0,0,0
2024-03-13 19:32:07.582,0,0,0
2024-03-13 19:32:07.585,0,0,0
2024-03-13 19:32:07.588,0,0,0
2024-03-13 19:32:07.591,0,0,0
2024-03-13 19:32:07.594,0,0,0
2024-03-13 19:32:07.596,0,0,0
2024-03-13 19:32:07.600,0,0,0
2024-03-13 19:32:07.603,0,0,0
2024-03-13 19:32:07.606,0,0,0
2024-03-13 19:32:07.609,0,0,0
2024-03-13 19:32:07.612,0,0,0
2024-03-13 19:32:07.614,0,0,0
2024-03-13 19:32:07.617,0,0,0
2024-03-13 19:32:07.620,0,0,0
2024-03-13 19:32:07.623,0,0,0
2024-03-13 19:32:07.626,0,0,0
2024-03-13 19:32:07.628,0,0,0
2024-03-13 19:32:07.632,0,0,0
2024-03-13 19:32:07.635,0,0,0
2024-03-13 19:32:07.637,0,0,0
2024-03-13 19:32:07.641,0,0,0
2024-03-13 19:32:07.643,0,0,0
2024-03-13 19:32:07.646,0,0,0
2024-03-13 19:32:07.649,0,0,0
2024-03-13 19:32:07.651,0,0,0
2024-03-13 19:32:07.654,0,0,0
2024-03-13 19:32:07.656,0,0,0
2024-03-13 19:32:07.659,0,0,0
2024-03-13 19:32:07.663,0,0,0
2024-03-13 19:32:07.666,0,0,0
2024-03-13 19:32:07.669,0,0,0
2024-03-13 19:32:07.671,0,0,0
2024-03-13 19:32:07.674,0,0,0
2024-03-13 19:32:07.678,0,0,0
2024-03-13 19:32:07.681,0,0,0
2024-03-13 19:32:07.684,0,0,0
2024-03-13 19:32:07.687,0,0,0
2024-03-13 19:32:07.689,0,0,0
2024-03-13 19:32:07.694,0,0,0
2024-03-13 19:32:07.696,0,0,0
2024-03-13 19:32:07.700,0,0,0
2024-03-13 19:32:07.703,0,0,0
2024-03-13 19:32:07.705,0,0,0
2024-03-13 19:32:07.709,0,0,0
2024-03-13 19:32:07.712,0,0,0
2024-03-13 19:32:07.714,0,0,0
2024-03-13 19:32:07.717,0,0,0
2024-03-13 19:32:07.720,0,0,0
2024-03-13 19:32:07.722,0,0,0
2024-03-13 19:32:07.725,0,0,0
2024-03-13 19:32:07.728,0,0,0
2024-03-13 19:32:07.730,0,0,0
2024-03-13 19:32:07.734,0,0,0
2024-03-13 19:32:07.736,0,0,0
2024-03-13 19:32:07.740,0,0,0
2024-03-13 19:32:07.743,0,0,0
2024-03-13 19:32:07.745,0,0,0
2024-03-13 19:32:07.748,0,0,0
2024-03-13 19:32:07.751,0,0,0
2024-03-13 19:32:07.754,0,0,0
2024-03-13 19:32:07.757,0,0,0
2024-03-13 19:32:07.760,0,0,0
2024-03-13 19:32:07.763,0,0,0
2024-03-13 19:32:07.765,0,0,0
2024-03-13 19:32:07.769,0,0,0
2024-03-13 19:32:07.772,0,0,0
2024-03-13 19:32:07.774,0,0,0
2024-03-13 19:32:07.778,0,0,0
2024-03-13 19:32:07.780,0,0,0
2024-03-13 19:32:07.783,0,0,0
2024-03-13 19:32:07.786,0,0,0
2024-03-13 19:32:07.788,0,0,0
2024-03-13 19:32:07.791,0,0,0
2024-03-13 19:32:07.794,0,0,0
2024-03-13 19:32:07.798,0,0,0
2024-03-13 19:32:07.800,0,0,0
2024-03-13 19:32:07.803,0,0,0
2024-03-13 19:32:07.806,0,0,0
2024-03-13 19:32:07.808,0,0,0
2024-03-13 19:32:07.811,0,0,0
2024-03-13 19:32:07.814,0,0,0
2024-03-13 19:32:07.817,0,0,0
2024-03-13 19:32:07.821,0,0,0
2024-03-13 19:32:07.823,0,0,0
2024-03-13 19:32:07.826,0,0,0
2024-03-13 19:32:07.829,0,0,0
2024-03-13 19:32:07.832,0,0,0
2024-03-13 19:32:07.835,0,0,0
2024-03-13 19:32:07.837,0,0,0
2024-03-13 19:32:07.841,0,0,0
2024-03-13 19:32:07.843,0,0,0
2024-03-13 19:32:07.848,0,0,0
2024-03-13 19:32:07.851,0,0,0
2024-03-13 19:32:07.853,0,0,0
2024-03-13 19:32:07.856,0,0,0
2024-03-13 19:32:07.858,0,0,0
2024-03-13 19:32:07.863,0,0,0
2024-03-13 19:32:07.865,0,0,0
2024-03-13 19:32:07.868,0,0,0
2024-03-13 19:32:07.871,0,0,0
2024-03-13 19:32:07.873,0,0,0
2024-03-13 19:32:07.875,0,0,0
2024-03-13 19:32:07.879,0,0,0
2024-03-13 19:32:07.881,0,0,0
2024-03-13 19:32:07.884,0,0,0
2024-03-13 19:32:07.887,0,0,0
2024-03-13 19:32:07.890,0,0,0
2024-03-13 19:32:07.893,0,0,0
2024-03-13 19:32:07.895,0,0,0
2024-03-13 19:32:07.898,0,0,0
2024-03-13 19:32:07.900,0,0,0
2024-03-13 19:32:07.903,0,0,0
2024-03-13 19:32:07.906,0,0,0
2024-03-13 19:32:07.908,0,0,0
2024-03-13 19:32:07.912,0,0,0
2024-03-13 19:32:07.915,0,0,0
2024-03-13 19:32:07.917,0,0,0
2024-03-13 19:32:07.920,0,0,0
2024-03-13 19:32:07.924,0,0,0
2024-03-13 19:32:07.927,0,0,0
2024-03-13 19:32:07.929,0,0,0
2024-03-13 19:32:07.932,0,0,0
2024-03-13 19:32:07.936,0,0,0
2024-03-13 19:32:07.938,0,0,0
2024-03-13 19:32:07.941,0,0,0
2024-03-13 19:32:07.944,0,0,0
2024-03-13 19:32:07.946,0,0,0
2024-03-13 19:32:07.949,0,0,0
2024-03-13 19:32:07.951,0,0,0
2024-03-13 19:32:07.954,0,0,0
2024-03-13 19:32:07.957,0,0,0
2024-03-13 19:32:07.960,0,0,0
2024-03-13 19:32:07.963,0,0,0
2024-03-13 19:32:07.966,0,0,0
2024-03-13 19:32:07.969,0,0,0
2024-03-13 19:32:07.972,0,0,0
2024-03-13 19:32:07.975,0,0,0
2024-03-13 19:32:07.979,0,0,0
2024-03-13 19:32:07.981,0,0,0
2024-03-13 19:32:07.984,0,0,0
2024-03-13 19:32:07.987,0,0,0
2024-03-13 19:32:07.990,0,0,0
2024-03-13 19:32:07.992,0,0,0
2024-03-13 19:32:07.994,0,0,0
2024-03-13 19:32:07.998,0,0,0
2024-03-13 19:32:08.0,0,0,0
2024-03-13 19:32:08.4,0,0,0
2024-03-13 19:32:08.7,0,0,0
2024-03-13 19:32:08.9,0,0,0
2024-03-13 19:32:08.12,0,0,0
2024-03-13 19:32:08.14,0,0,0
2024-03-13 19:32:08.17,0,0,0
2024-03-13 19:32:08.20,0,0,0
2024-03-13 19:32:08.21,0,0,0
2024-03-13 19:32:08.25,0,0,0
2024-03-13 19:32:08.28,0,0,0
2024-03-13 19:32:08.30,0,0,0
2024-03-13 19:32:08.34,0,0,0
2024-03-13 19:32:08.37,0,0,0
2024-03-13 19:32:08.40,0,0,0
2024-03-13 19:32:08.42,0,0,0
2024-03-13 19:32:08.46,0,0,0
2024-03-13 19:32:08.49,0,0,0
2024-03-13 19:32:08.51,0,0,0
2024-03-13 19:32:08.54,0,0,0
2024-03-13 19:32:08.57,0,0,0
2024-03-13 19:32:08.59,0,0,0
2024-03-13 19:32:08.63,0,0,0
2024-03-13 19:32:08.66,0,0,0
2024-03-13 19:32:08.68,0,0,0
2024-03-13 19:32:08.71,0,0,0
2024-03-13 19:32:08.73,0,0,0
2024-03-13 19:32:08.76,0,0,0
2024-03-13 19:32:08.78,0,0,0
2024-03-13 19:32:08.82,0,0,0
2024-03-13 19:32:08.84,0,0,0
2024-03-13 19:32:08.87,0,0,0
2024-03-13 19:32:08.89,0,0,0
2024-03-13 19:32:08.92,0,0,0
2024-03-13 19:32:08.94,0,0,0
2024-03-13 19:32:08.98,0,0,0
2024-03-13 19:32:08.101,0,0,0
2024-03-13 19:32:08.104,0,0,0
2024-03-13 19:32:08.107,0,0,0
2024-03-13 19:32:08.109,0,0,0
2024-03-13 19:32:08.112,0,0,0
2024-03-13 19:32:08.115,0,0,0
2024-03-13 19:32:08.117,0,0,0
2024-03-13 19:32:08.120,0,0,0
2024-03-13 19:32:08.123,0,0,0
2024-03-13 19:32:08.125,0,0,0
2024-03-13 19:32:08.129,0,0,0
2024-03-13 19:32:08.131,0,0,0
2024-03-13 19:32:08.134,0,0,0
2024-03-13 19:32:08.137,0,0,0
2024-03-13 19:32:08.140,0,0,0
2024-03-13 19:32:08.143,0,0,0
2024-03-13 19:32:08.146,0,0,0
2024-03-13 19:32:08.149,0,0,0
2024-03-13 19:32:08.152,0,0,0
2024-03-13 19:32:08.469,0,0,0
2024-03-13 19:32:08.477,0,0,0
2024-03-13 19:32:08.486,0,0,0
2024-03-13 19:32:08.492,0,0,0
2024-03-13 19:32:08.497,0,0,0
2024-03-13 19:32:08.503,0,0,0
2024-03-13 19:32:08.507,0,0,0
2024-03-13 19:32:08.520,0,0,0
2024-03-13 19:32:08.525,0,0,0
2024-03-13 19:32:08.530,0,0,0
2024-03-13 19:32:08.535,0,0,0
2024-03-13 19:32:08.539,0,0,0
2024-03-13 19:32:08.544,0,0,0
2024-03-13 19:32:08.548,0,0,0
2024-03-13 19:32:08.552,0,0,0
2024-03-13 19:32:08.556,0,0,0
2024-03-13 19:32:08.561,0,0,0
2024-03-13 19:32:08.567,0,0,0
2024-03-13 19:32:08.572,0,0,0
2024-03-13 19:32:08.575,0,0,0
2024-03-13 19:32:08.581,0,0,0
2024-03-13 19:32:08.584,0,0,0
2024-03-13 19:32:08.589,0,0,0
2024-03-13 19:32:08.592,0,0,0
2024-03-13 19:32:08.597,0,0,0
2024-03-13 19:32:08.599,0,0,0
2024-03-13 19:32:08.604,0,0,0
2024-03-13 19:32:08.607,0,0,0
2024-03-13 19:32:08.611,0,0,0
2024-03-13 19:32:08.614,0,0,0
2024-03-13 19:32:08.618,0,0,0
2024-03-13 19:32:08.621,0,0,0
2024-03-13 19:32:08.625,0,0,0
2024-03-13 19:32:08.629,0,0,0
2024-03-13 19:32:08.632,0,0,0
2024-03-13 19:32:08.635,0,0,0
2024-03-13 19:32:08.637,0,0,0
2024-03-13 19:32:08.641,0,0,0
2024-03-13 19:32:08.645,0,0,0
2024-03-13 19:32:08.648,0,0,0
2024-03-13 19:32:08.651,0,0,0
2024-03-13 19:32:08.654,0,0,0
2024-03-13 19:32:08.657,0,0,0
2024-03-13 19:32:08.661,0,0,0
2024-03-13 19:32:08.663,0,0,0
2024-03-13 19:32:08.667,0,0,0
2024-03-13 19:32:08.669,0,0,0
2024-03-13 19:32:08.672,0,0,0
2024-03-13 19:32:08.676,0,0,0
2024-03-13 19:32:08.679,0,0,0
2024-03-13 19:32:08.681,0,0,0
2024-03-13 19:32:08.685,0,0,0
2024-03-13 19:32:08.688,0,0,0
2024-03-13 19:32:08.691,0,0,0
2024-03-13 19:32:08.694,0,0,0
2024-03-13 19:32:08.697,0,0,0
2024-03-13 19:32:08.700,0,0,0
2024-03-13 19:32:08.703,0,0,0
2024-03-13 19:32:08.706,0,0,0
2024-03-13 19:32:08.709,0,0,0
2024-03-13 19:32:08.711,0,0,0
2024-03-13 19:32:08.714,0,0,0
2024-03-13 19:32:08.719,0,0,0
2024-03-13 19:32:08.722,0,0,0
2024-03-13 19:32:08.725,0,0,0
2024-03-13 19:32:08.727,0,0,0
2024-03-13 19:32:08.730,0,0,0
2024-03-13 19:32:08.733,0,0,0
2024-03-13 19:32:08.736,0,0,0
2024-03-13 19:32:08.738,0,0,0
2024-03-13 19:32:08.742,0,0,0
2024-03-13 19:32:08.745,0,0,0
2024-03-13 19:32:08.748,0,0,0
2024-03-13 19:32:08.750,0,0,0
2024-03-13 19:32:08.754,0,0,0
2024-03-13 19:32:08.757,0,0,0
2024-03-13 19:32:08.760,0,0,0
2024-03-13 19:32:08.763,0,0,0
2024-03-13 19:32:08.767,0,0,0
2024-03-13 19:32:08.769,0,0,0
2024-03-13 19:32:08.772,0,0,0
2024-03-13 19:32:08.774,0,0,0
2024-03-13 19:32:08.778,0,0,0
2024-03-13 19:32:08.781,0,0,0
2024-03-13 19:32:08.784,0,0,0
2024-03-13 19:32:08.786,0,0,0
2024-03-13 19:32:08.789,0,0,0
2024-03-13 19:32:08.793,0,0,0
2024-03-13 19:32:08.795,0,0,0
2024-03-13 19:32:08.798,0,0,0
2024-03-13 19:32:08.801,0,0,0
2024-03-13 19:32:08.804,0,0,0
2024-03-13 19:32:08.806,0,0,0
2024-03-13 19:32:08.810,0,0,0
2024-03-13 19:32:08.813,0,0,0
2024-03-13 19:32:08.815,0,0,0
2024-03-13 19:32:08.818,0,0,0
2024-03-13 19:32:08.820,0,0,0
2024-03-13 19:32:08.824,0,0,0
2024-03-13 19:32:08.827,0,0,0
2024-03-13 19:32:08.830,0,0,0
2024-03-13 19:32:08.832,0,0,0
2024-03-13 19:32:08.835,0,0,0
2024-03-13 19:32:08.838,0,0,0
2024-03-13 19:32:08.841,0,0,0
2024-03-13 19:32:08.844,0,0,0
2024-03-13 19:32:08.848,0,0,0
2024-03-13 19:32:08.851,0,0,0
2024-03-13 19:32:08.853,0,0,0
2024-03-13 19:32:08.855,0,0,0
2024-03-13 19:32:08.860,0,0,0
2024-03-13 19:32:08.863,0,0,0
2024-03-13 19:32:08.867,0,0,0
2024-03-13 19:32:08.869,0,0,0
2024-03-13 19:32:08.872,0,0,0
2024-03-13 19:32:08.875,0,0,0
2024-03-13 19:32:08.878,0,0,0
2024-03-13 19:32:08.881,0,0,0
2024-03-13 19:32:08.884,0,0,0
2024-03-13 19:32:08.886,0,0,0
2024-03-13 19:32:08.891,0,0,0
2024-03-13 19:32:08.894,0,0,0
2024-03-13 19:32:08.896,0,0,0
2024-03-13 19:32:08.899,0,0,0
2024-03-13 19:32:08.901,0,0,0
2024-03-13 19:32:08.904,0,0,0
2024-03-13 19:32:08.908,0,0,0
2024-03-13 19:32:08.910,0,0,0
2024-03-13 19:32:08.914,0,0,0
2024-03-13 19:32:08.916,0,0,0
2024-03-13 19:32:08.918,0,0,0
2024-03-13 19:32:08.922,0,0,0
2024-03-13 19:32:08.924,0,0,0
2024-03-13 19:32:08.928,0,0,0
2024-03-13 19:32:08.930,0,0,0
2024-03-13 19:32:08.933,0,0,0
2024-03-13 19:32:08.936,0,0,0
2024-03-13 19:32:08.939,0,0,0
2024-03-13 19:32:08.941,0,0,0
2024-03-13 19:32:08.944,0,0,0
2024-03-13 19:32:08.946,0,0,0
2024-03-13 19:32:08.948,0,0,0
2024-03-13 19:32:08.952,0,0,0
2024-03-13 19:32:08.955,0,0,0
2024-03-13 19:32:08.957,0,0,0
2024-03-13 19:32:08.961,0,0,0
2024-03-13 19:32:08.963,0,0,0
2024-03-13 19:32:08.969,0,0,0
2024-03-13 19:32:08.971,0,0,0
2024-03-13 19:32:08.974,0,0,0
2024-03-13 19:32:08.978,0,0,0
2024-03-13 19:32:08.980,0,0,0
2024-03-13 19:32:08.983,0,0,0
2024-03-13 19:32:08.986,0,0,0
2024-03-13 19:32:08.989,0,0,0
2024-03-13 19:32:08.991,0,0,0
2024-03-13 19:32:08.995,0,0,0
2024-03-13 19:32:08.998,0,0,0
2024-03-13 19:32:09.1,0,0,0
2024-03-13 19:32:09.4,0,0,0
2024-03-13 19:32:09.6,0,0,0
2024-03-13 19:32:09.9,0,0,0
2024-03-13 19:32:09.11,0,0,0
2024-03-13 19:32:09.15,0,0,0
2024-03-13 19:32:09.18,0,0,0
2024-03-13 19:32:09.20,0,0,0
2024-03-13 19:32:09.23,0,0,0
2024-03-13 19:32:09.25,0,0,0
2024-03-13 19:32:09.29,0,0,0
2024-03-13 19:32:09.31,0,0,0
2024-03-13 19:32:09.34,0,0,0
2024-03-13 19:32:09.37,0,0,0
2024-03-13 19:32:09.39,0,0,0
2024-03-13 19:32:09.43,0,0,0
2024-03-13 19:32:09.45,0,0,0
2024-03-13 19:32:09.48,0,0,0
2024-03-13 19:32:09.51,0,0,0
2024-03-13 19:32:09.54,0,0,0
2024-03-13 19:32:09.58,0,0,0
2024-03-13 19:32:09.61,0,0,0
2024-03-13 19:32:09.63,0,0,0
2024-03-13 19:32:09.65,0,0,0
2024-03-13 19:32:09.68,0,0,0
2024-03-13 19:32:09.71,0,0,0
2024-03-13 19:32:09.75,0,0,0
2024-03-13 19:32:09.77,0,0,0
2024-03-13 19:32:09.79,0,0,0
2024-03-13 19:32:09.81,0,0,0
2024-03-13 19:32:09.84,0,0,0
2024-03-13 19:32:09.87,0,0,0
2024-03-13 19:32:09.90,0,0,0
2024-03-13 19:32:09.93,0,0,0
2024-03-13 19:32:09.96,0,0,0
2024-03-13 19:32:09.98,0,0,0
2024-03-13 19:32:09.101,0,0,0
2024-03-13 19:32:09.103,0,0,0
2024-03-13 19:32:09.106,0,0,0
2024-03-13 19:32:09.110,0,0,0
2024-03-13 19:32:09.112,0,0,0
2024-03-13 19:32:09.114,0,0,0
2024-03-13 19:32:09.117,0,0,0
2024-03-13 19:32:09.121,0,0,0
2024-03-13 19:32:09.124,0,0,0
2024-03-13 19:32:09.127,0,0,0
2024-03-13 19:32:09.130,0,0,0
2024-03-13 19:32:09.133,0,0,0
2024-03-13 19:32:09.135,0,0,0
2024-03-13 19:32:09.139,0,0,0
2024-03-13 19:32:09.141,0,0,0
2024-03-13 19:32:09.144,0,0,0
2024-03-13 19:32:09.158,0,0,0
2024-03-13 19:32:09.161,0,0,0
2024-03-13 19:32:09.165,0,0,0
2024-03-13 19:32:09.167,0,0,0
2024-03-13 19:32:09.171,0,0,0
2024-03-13 19:32:09.173,0,0,0
2024-03-13 19:32:09.176,0,0,0
2024-03-13 19:32:09.178,0,0,0
2024-03-13 19:32:09.184,0,0,0
2024-03-13 19:32:09.187,0,0,0
2024-03-13 19:32:09.191,0,0,0
2024-03-13 19:32:09.193,0,0,0
2024-03-13 19:32:09.196,0,0,0
2024-03-13 19:32:09.199,0,0,0
2024-03-13 19:32:09.201,0,0,0
2024-03-13 19:32:09.204,0,0,0
2024-03-13 19:32:09.206,0,0,0
2024-03-13 19:32:09.209,0,0,0
2024-03-13 19:32:09.211,0,0,0
2024-03-13 19:32:09.214,0,0,0
2024-03-13 19:32:09.217,0,0,0
2024-03-13 19:32:09.220,0,0,0
2024-03-13 19:32:09.222,0,0,0
2024-03-13 19:32:09.225,0,0,0
2024-03-13 19:32:09.228,0,0,0
2024-03-13 19:32:09.231,0,0,0
2024-03-13 19:32:09.233,0,0,0
2024-03-13 19:32:09.236,0,0,0
2024-03-13 19:32:09.238,0,0,0
2024-03-13 19:32:09.241,0,0,0
2024-03-13 19:32:09.244,0,0,0
2024-03-13 19:32:09.247,0,0,0
2024-03-13 19:32:09.251,0,0,0
2024-03-13 19:32:09.253,0,0,0
2024-03-13 19:32:09.256,0,0,0
2024-03-13 19:32:09.259,0,0,0
2024-03-13 19:32:09.262,0,0,0
2024-03-13 19:32:09.265,0,0,0
2024-03-13 19:32:09.268,0,0,0
2024-03-13 19:32:09.270,0,0,0
2024-03-13 19:32:09.274,0,0,0
2024-03-13 19:32:09.277,0,0,0
2024-03-13 19:32:09.280,0,0,0
2024-03-13 19:32:09.282,0,0,0
2024-03-13 19:32:09.285,0,0,0
2024-03-13 19:32:09.288,0,0,0
2024-03-13 19:32:09.291,0,0,0
2024-03-13 19:32:09.294,0,0,0
2024-03-13 19:32:09.296,0,0,0
2024-03-13 19:32:09.303,0,0,0
